                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.49738,                0.34094,                0.95739,                0.99234,                      1,                  0.995,                0.79112,                0.82214,                 0.3429,                 1.0959,              0.0002265,              0.0002265,              0.0002265
                     87,                0.52854,                0.34171,                0.95691,                0.99344,                      1,                  0.995,                0.80939,                0.80071,                0.33898,                 1.0856,             0.00021235,             0.00021235,             0.00021235
                     88,                0.49647,                0.33091,                0.95532,                 0.9921,                      1,                  0.995,                 0.7881,                0.82132,                0.35318,                 1.1019,              0.0001982,              0.0001982,              0.0001982
                     89,                 0.4986,                0.32932,                0.95491,                0.98673,                      1,                  0.995,                0.78468,                0.84806,                0.35452,                 1.1141,             0.00018406,             0.00018406,             0.00018406
                     90,                0.51857,                0.35118,                 0.9713,                0.98776,                      1,                  0.995,                 0.7962,                0.82718,                0.33651,                 1.0992,             0.00016991,             0.00016991,             0.00016991
                     91,                0.46679,                0.35854,                 0.9266,                0.98482,                      1,                  0.995,                0.79347,                0.79915,                0.33054,                 1.0862,             0.00015576,             0.00015576,             0.00015576
                     92,                0.42084,                0.31235,                0.90886,                 0.9799,                      1,                  0.995,                0.79864,                0.76237,                0.33352,                 1.0712,             0.00014161,             0.00014161,             0.00014161
                     93,                0.42032,                0.30747,                0.88695,                0.97573,                      1,                  0.995,                0.80393,                0.76305,                0.33916,                 1.0617,             0.00012747,             0.00012747,             0.00012747
                     94,                0.40043,                0.28365,                 0.9038,                0.97511,                      1,                  0.995,                0.80141,                0.76431,                0.36015,                 1.0553,             0.00011332,             0.00011332,             0.00011332
                     95,                0.40124,                0.28844,                0.90544,                0.97505,                      1,                  0.995,                0.79735,                0.76294,                0.37029,                 1.0708,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.40062,                0.32495,                0.88041,                0.97692,                      1,                  0.995,                0.80933,                0.77551,                0.35505,                 1.0912,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.40281,                 0.2857,                 0.8853,                0.98194,                      1,                  0.995,                0.80247,                0.79449,                 0.3473,                 1.1071,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.38866,                0.26757,                0.89042,                0.98484,                      1,                  0.995,                0.79706,                0.79785,                0.34191,                 1.1165,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.37286,                  0.264,                0.88236,                0.99039,                      1,                  0.995,                 0.7943,                0.79767,                0.34218,                 1.1231,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                 0.3843,                0.28051,                0.88009,                0.99224,                      1,                  0.995,                0.79321,                0.79105,                0.33901,                 1.1192,             2.8437e-05,             2.8437e-05,             2.8437e-05
